text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
هاش تاقات تصل للترند شتم وقذف واستهزاء هل هذه اخلاقنا هناك من يعبث في توتر كمن يعبث في الاعلام المضلل فلتحذروا من المغرضين,1,0,1,0,0,0,0,1,0,0,0
الابتسامه امرها غريب ان وضعتها لحبيب احس بالراحه وان وضعتها لعدو شعر بالندم وان وضعتها لمن لاتعرف اصبحت صدقه,0,0,0,0,1,0,1,0,0,0,0
من شكلك ابتسام مطروبه,0,1,0,0,1,0,0,0,0,0,0
عسوله ماشاء الله ومحترمه ولبسك محترم وحلو زي توامك 😃 ربنا يوفقك ان شاء الله ☺️,0,0,0,0,1,1,1,0,0,0,1
و حينَ رفعتُ راسي للسماء و استشعرتُ انَّ الله يراني من ذاك الضوءِ المُتسلل هُناك ابتسمتُ ب رِضيً و خفضتُ راسي حُباً لله 💕,0,0,0,0,0,1,1,0,0,0,0
اليوم ميلادها ويا عساها من اليوم لين الف سنه الضحكه تحتويها❤️,0,0,0,0,1,1,1,0,0,0,0
الليله سترتدي عروستنا فستانها الابيض وسيبقي زفافها اجمل حكاياتنا ف يارب تمم فرحتها واقر قلبها ب السعاده 💜 💍,0,0,0,0,1,1,1,0,0,0,0
الا تعلمين مين هي نجمتي وضياء قمريِ لااخبرنيٰ انتي هيا يا حبيبتيِ امل,0,0,0,0,1,1,0,0,0,0,0
اصحابي هم عيدي وعيدالسنين هم بسمه فرح وفرحه عمر كل عام وانتو معاي 👭 ❤❤,0,0,0,0,1,1,1,0,0,0,0
انا مش زعلان انهم اتغيروا😔 انا زعلان لان جه وقت كنت مفكرهم اقرب ناس ليا♡ اي يعني عاادي هي اول مره💔,0,0,0,0,0,0,0,0,1,0,0
انا اكتئبت من الحزن و انا انجرحت من الهوي فيني من الغيبه شجن لو هو قواني ما قوي انا احن او ما احن اثنينهم عندي سوي,0,0,0,0,0,0,0,0,1,0,0
النقاش مع شخص تحبه وتثق فيه مفيد جدا في تخفيف التوتر والاكتئاب ويمنحك ثقه كبيره في نفسك اخر رحلتين دوليه لك,0,0,0,0,0,1,1,0,0,0,1
يواجه اكثر من مليون شخص نقصا في الاغذيه ونصف اليمن يعانون بشده من انعدام الامن الغذائي ٨ يومعدوانعلياليمن,1,0,0,0,0,0,0,0,1,0,0
💔 💔 يارب اجمعهم في جنات النعيم بلا حزن ولا فراق,0,0,0,0,0,1,1,0,1,0,0
تعبان وجهي و دموعي قهرتني موجوع قلبي 💔,0,0,0,0,0,0,0,0,1,0,0
هو متقن لكنه ذكر انه متوتر من اللجنه وخصوصا فيصل لبان دائم يقطع تلاوته بسبب المقامات ممايخبط عليه حفظه,0,0,0,1,0,0,0,0,0,0,0
الرد الحقيقي كان في حماه حيث عميت ابصار حساد القوم طبلوا لامريكا بقتلها كلاب منتهيه صلاحيتهم وشككوا بمن سحل كلب صوت وصوره حقد السفله,1,0,1,0,0,0,0,0,0,0,0
هوا انا مبسوط بس مش عارف ليه بس المهم اني مبسوط وخلاص مش لازم اسال يعني,0,0,0,0,1,0,0,0,0,0,0
ي حسره وين احصلهم,0,0,0,0,0,0,0,1,1,0,0
يارب ارضا عن حياتي مو قادره اتقبل وضعي وخايفه ربي يغضب علي من القنوط,0,0,0,1,0,0,0,0,0,0,0
خوفنا علي تراب بلدنا هيبقي سرواحهالغروب 🌿,0,0,0,1,0,0,0,1,0,1,0
اصغر واحد ف البيت بيطلب منه حاجات كتير اوي 😥😥,1,0,0,0,0,0,0,0,1,0,0
ابويا الله يرحمه كان دايما يقولي محدش حيمسح دمعتك الا ايدك وكنت بسمع الجمله واكبر دماغي ومعرفتش قيمه وحقيقه الجمله دي الا بعد موته,0,0,0,0,0,0,0,0,1,0,0
عيش مع اللي يشتري الفرحه معك مايتخلي ولا يمل ولا يثقل عليك👌🏼,0,0,0,0,1,0,1,0,0,0,0
نفسي اخد حظي علي جمب واقوله اانت زعلان مني في حااجه 😂 😂,0,0,0,0,0,0,0,1,1,0,0
ميلاد اسماء٩٦ حبيبتي كل عام وانتي بخير يارب وجعله عمر فرح وسعاده يارب قلبها 😔 ❤️❤️❤️,0,0,0,0,1,1,1,0,0,0,0
دايما الشب يلي بكون هادي قدام الناس هو الي بكون رئيس العصابه مع صحابه 😜😛 بهجت الاباصيري مرسي الزناتي,0,0,0,0,0,0,0,0,0,0,0
مساء الخير اتمني لكم يوم خفيف جميل مفعم بالحيويه والنشاط,0,0,0,0,0,0,1,0,0,0,0
وانا كل ما اتكلم مع امك الاقي المكالمه كلها علي تويتر 😡,1,0,0,0,0,0,0,0,0,0,0
ياخي انا خايف علي قطر منك اخاف ينقلون المونديال للخفجي بدال قطر حسافه 💔,0,0,0,1,0,0,0,0,0,0,0
 واكفينا يا رب شر الكابه اللي بتنزل فجاه علي الروح ومتبقاش عارفلها سبب ولا علاج 😔 💔,0,0,0,0,0,0,0,0,1,0,0
في بنت خالي عزيزه عليا كتير بشهر جويليا زفافها الله يخليها لزوجها و يرزقهم الاولاد الصالحين,0,0,0,0,1,1,1,0,0,0,0
عنف ترهيب كم الافواه عصابات تعدي لا استسيغ بيار الحشاش و لا احب اسلوبه لكن التعدي عليه ينم عن عقليه ميليشويه جبانه قمه بالحقاره,1,0,1,0,0,0,0,0,0,0,0
لكل شخص يتكلم ويفتي من راسه عن الحرب ويخوفنا الله يسلط عليك,1,0,1,1,0,0,0,0,0,0,0
قالت انو رده فعلها مذعوره بالعقل مذعوره بتقولين اتوسل اليك وسامحني 🙁 ماابي اسيء الظن بس العقل مش راضي ينضحك عليه 🙂💔 سامحينا يا غدير,0,0,0,1,0,0,0,0,1,0,0
الروشنه في ازهي صورها لما صحابي بياكلوا لب في اغتباط وسعاده غامره 👏,0,0,0,0,1,1,1,0,0,0,1
قايله بنام وبقوم خمس ونص والساعه اللحين ثلاث وربع متي انام يعني 😗,1,0,0,0,0,0,0,0,0,0,0
محزن ومؤلم هل وصل البعض الشاب السعودي لهذا المستوي من السخف والبلاهه للامتعاض لاجل كره القدم الترفيهيه,1,0,1,0,0,0,0,0,1,0,0
احساس انك خايف علي حد بتحبه و عايش في قلق متواصل مهلك,0,0,0,1,0,0,0,0,1,0,0
لا يكتمل الفرح والسرور الا بتشريفكم اصدقائي افراح ال عبدالعزيز,0,0,0,0,1,1,1,0,0,0,0
انت فخر ومصدر للثقه ارعبت من في قلبه مرض 👍 🏻 👍 🏻,0,0,0,0,0,1,1,0,0,0,1
فهم اسود شرسه علي بعضهم وهم نعامات مرتجفه امام اعدائهم قبحهم الله من جبناء واذلاء ومتامرين,1,0,1,0,0,0,0,1,1,0,0
• انا مستعده ان اضحي بكل شيء املكه مقابل ان اعيش شعور النشوه والشغف التي تقدمها لي الحياه انا اندفع للحياه ولا ابالي,0,0,0,0,1,0,1,0,0,0,0
نعم اخي كل عميل وخاين وبايع لوطنه هذه صفاته الخوف والذل والجبن والهيانه تتنزع منه المرؤه والعزه والكرامه قبحهم الله,1,0,0,0,0,0,0,0,0,0,0
كلزق يارافضي انت عار العراق انتم كلكم دجاج لايمكنك اشعال الفتنه بينن دول الخليج والعراق 😡,1,0,1,0,0,0,0,0,0,0,0
لا توجد سعاده دائمه في الدنيا ولاحزن باقي كلها فواصل لمراحل جديده فابتسم لاجملها وتجاهل اتعسها وقل الحمد لله علي كل شيء 😍 👑 ✨ لنفسك سعاده,0,0,0,0,0,1,1,0,0,0,0
 حب الاصحاب مختلف تماما ورد ورضا وامان,0,0,0,0,1,1,1,0,0,0,0
باذن الله اجمل تفاؤل بالخير,0,0,0,0,0,0,1,0,0,0,0
انتي فيو شغل تعرف تشتغل تحت ضغط و توتر و قلق باشا انا زمالكاوي باصي لعفيفي,1,0,0,1,0,0,0,0,0,0,0
كان نفسي اتفرج علي كفر دلهاب ده بس للاسف انا جبانه وبنام في النور اصلا,0,0,0,1,0,0,0,0,0,0,0
 احد الشعانين هو فرح عيون الاطفال والوان زينتهم وشموعهم ليس للدم ولا الحداد,1,0,0,0,0,1,1,0,0,0,0
موكا موكا موكا موكا تنين حلو و ظريف تنين اخضر تنين مرح و لطيف تنيني الامهر 💙 💃,0,0,0,0,1,0,0,0,0,0,0
صور الريال و هو بيحتفل ال بتطلع قدامي عالتايم و مبسوط بيها عشان قاعد بسمع بس و شايف صور فيها بشر و فرحانين يعني 😃,0,0,0,0,1,0,1,0,0,0,0
الان اي حاجه تستفزني لا استطيع تجاهلها اشياء سخيفه صايره تثير غضبي بسرعه طيب ايش تغير يا ريم انا جالسه اتعب والله 🚶 💔,1,0,0,0,0,0,0,0,1,0,0
من بعد الكابوس الي شفتو لازم ابخر حالي وابخرو للحب يا شو في ناس عينها ديقه الله يجيرنا ويجعل كيدهم بنحرهم,0,0,0,1,0,0,0,0,1,0,0
السعاده ليست حلما وليست وهما هي تفاؤل وحسن ظن بالله وصبر بغير استعجال كن واثقا بان اليد الممتده الي الله لا تعود فارغه ابدا,0,0,0,0,1,1,1,0,0,0,0
انا مدري كيف بواجه صعوبات الحياه وقسوه العالم وانا الرد المتاخر يزعلني,0,0,0,0,0,0,0,0,1,0,0
جدا 😭 😭 و رح يزيد الاستحقار بس يعرف حقيقه جلال موجع قلبي كتير هالموضوع 😭 💔 و خايفه يبعد عن اهله و يكون خجلان من نفسه 😭 😭,0,0,0,1,0,0,0,0,1,0,0
تمديد الاجازه لتكون بدايه الدوام يوم الاحد ١٥ ١ الفرحه مليوون ه الخبر,0,0,0,0,1,0,0,0,0,0,0
منسم يقول لصيدلي عندك شريط بنادول قالهنعم قاله شغله خلناا نسمعه تضحك والا ماتضحك مافيه راتب الا يوم الخميس 😎🏃😂,0,0,0,0,1,0,0,0,0,0,0
لست بمصريهولكن اقسم بالله اعشق مصر ولهجتهااكثرلهجهاتقنهابعدلهجتي الفلسطينيهوكم يحزنني وضعهاواري مصيبه مصر في الخوف والياس والشائعات,0,0,0,1,0,1,0,0,1,0,0
خلاص يشباب خل ناخذ بريك دموعي اربع اربع عالحياه التعيسه هذي,0,0,0,0,0,0,0,1,1,0,0
• • مؤلم شعور حاولت بس والله ما قدرت يا فاتنتي 😔 • حب انكسار شوق,0,0,0,1,0,0,0,1,1,0,0
ادق عليه اقول ها وينك تاخرت عالعزيمه يقول خمس دقايق وانا عندك والكل يعرف ان هالخمس دقايق بقدره قادر تقلب خمس ساعات 😭💔كذبهمنكذبالعيال,1,0,0,0,0,0,0,0,1,0,0
صباح الورد علي عائلتي الكريمه الجميله وعلي كل من احب انا اغضب ل غضب الله وكلي غضبي من اجله سبحانه 🙏,1,0,0,0,0,1,1,0,0,0,0
سعاده لما تجيك دعوه حلوه من شخص من زمان مو مكلمه❤️ الله لا يحرمني يارب من الناس الطيبه الزكيه ❤️,0,0,0,0,1,1,0,0,0,0,0
علي سبيل السعاده هاد اول رمضان الي بدون دراسه من خمس سنين 😌✌🏼 راحه بال اللهم لك الحمد,0,0,0,0,1,1,1,0,0,0,0
لا انكر اني فقدت شيئا المني واتعبني كثيرا لكنك تفهمين الالتزام وتانيب الضمير فهما خاطئا ليس لي ذنب فيه,1,0,0,0,0,0,0,0,1,0,0
انا عندي احساس مرعب بكده بس لو حصل هيبقي في حاجات مش منطقيه كتير برده,0,0,0,1,0,0,0,0,0,0,0
جل خوفي ان ينتقل مايحدث في ارض الشام لارض الخليج ابعدنا الله واياكم شر الفتن,0,0,0,1,0,0,0,1,1,0,0
العمر عم يركض ويبتليك الله بهشاشه قلب لدرجه ان كلمه عابره تبعثرك وتبكيك ونص حزين يكتم الهواء بحلقك ونظره عابره من غريب تصيبك بالهلع,0,0,0,0,0,0,0,0,1,0,0
سادعوا الله ان يمتلي قلبك فرح ولا يعرف الحزن لقلبك الطاهر طريق سادعوا الله ان تتساقط دموعك ضحكا وان يحقق كل ماتتمني❤,0,0,0,0,0,1,1,0,0,0,0
نفسي اعرف ايه اللي يضحك في مختل بيرعب الناس و رد فعل طبيعي لشخص في موقف مرعب,1,0,0,1,0,0,0,0,0,0,0
يوم الاب العالمي رحلت ومابقي فيني سوي حزن وسهر وجروح وطفل من الوجع يسال متي يرجع ونهني به,0,0,0,0,0,0,0,0,1,0,0
افرحوا المواطنين المواطنه الكويتيه اللي عليها قرض شنو وضعها اذا كانت ارمله او مطلقه وتعيل اسره هل تطل طول عمرها تدفع فوائد ربويه للبنك,1,0,0,0,0,0,0,0,1,0,0
گل يوما ننتظر غدا ونسينا ان غدايجعلنا نكبر مهما كان بنا هم او فرح غربه سراب,0,0,0,1,0,0,1,1,1,0,0
العتب ماهو زعل لو يضايقك كثر انفعالي وانت او ازعل علي كل البشر ما ازعل عليك,1,0,1,0,0,0,0,1,1,0,0
مصيبه كارثه فاجعه علي الشعب حينما تعطي الصلاحيه لشخص جاهل تافه يقوم بتحرير المخالفات بلا ضمير ولا خوف من الله باشر نظام فاشل,1,0,1,0,0,0,0,0,0,0,0
بس يلا مش مهم يعني جات علي شويه الزعل بتوع اخر اليوم بعد ما ضحكت وخرجت وبقي مزاجك حلو لازم يعني برضوا تفتكر شويه ذكريات ينكدوا عليك,0,0,0,0,0,0,0,1,1,0,0
اللي باع وطنه مرات عادي انه يغمض عينه عن مصيبه زي دي,1,0,1,0,0,0,0,1,0,0,0
وشكرا ع كده 👏 😂 غايته ياحج عيد سعيد عليك والسنه الجايه تبقي اعلان خطوبتك ان شاء الله ❤ 😂,0,0,0,0,1,1,1,0,0,0,0
انا حظي في الفوز قليل بس بشارك معاكم من احلي ماتذوقه تورتيلا الدجاج من لذيذ احتفالات هرفي,0,0,0,0,1,0,0,1,0,0,0
لا ما يحتاج اعطيج هنا انتي ساقطه شو رايج تنتحرين و بعدين قصتج تنرفز اللي سمعتها انتي خياناتج اكبر من خيانه قطر,1,0,1,0,0,0,0,0,0,0,0
